Baseline 100%T,,Baseline 0%T,,blanco,,blanco1,,t1_casca,,t1_topo,,t1_meio,,t1_base,,s1_0_20,,s1_20_40,,s1_40_60,,t4_casca,,t4_topo,,t4_meio,,t4_base,,s4_0_20,,s4_10_40,,s4_40_60,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R
2464.5,71.25672913,2464.5,0.447263658,2464.5,102.2994537,2464.5,99.30233002,2464.5,54.34184647,2464.5,53.95570374,2464.5,51.28428268,2464.5,53.27716446,2464.5,55.4716835,2464.5,49.07890701,2464.5,42.58385468,2464.5,47.46621323,2464.5,45.18333817,2464.5,44.79199219,2464.5,48.7635231,2464.5,45.27230453,2464.5,43.43082047,2464.5,46.38269043
2464,70.73054504,2464,0.105448484,2464,100.7955322,2464,100.0942841,2464,54.61636734,2464,54.30428314,2464,52.55706406,2464,53.39241028,2464,56.38461685,2464,48.71968079,2464,44.86240005,2464,48.10808182,2464,45.69034195,2464,46.27259445,2464,47.80278015,2464,46.2230835,2464,44.07672119,2464,46.61441803
2463.5,71.28253937,2463.5,-0.17864418,2463.5,100.2646332,2463.5,98.97517395,2463.5,54.01102448,2463.5,52.78958511,2463.5,51.87644196,2463.5,53.11193466,2463.5,56.30348206,2463.5,50.00867844,2463.5,44.71100235,2463.5,48.28149796,2463.5,47.34391022,2463.5,46.9828186,2463.5,48.11283875,2463.5,45.81727219,2463.5,44.42879486,2463.5,46.08260345
2463,71.68613434,2463,0.206914052,2463,99.39914703,2463,99.50670624,2463,53.75323486,2463,52.8614769,2463,50.65613556,2463,52.31325531,2463,56.27251816,2463,49.34847641,2463,43.60338974,2463,46.70781708,2463,45.85663223,2463,46.25691605,2463,46.64594269,2463,44.80236435,2463,44.73058319,2463,45.89208984
2462.5,70.23932648,2462.5,-0.87685746,2462.5,101.7771225,2462.5,101.0348663,2462.5,55.65893173,2462.5,54.69189835,2462.5,52.92596817,2462.5,54.40956497,2462.5,56.38581467,2462.5,50.18067932,2462.5,46.74025345,2462.5,48.49224091,2462.5,47.63487244,2462.5,47.2908783,2462.5,48.76077652,2462.5,46.4449501,2462.5,45.95280457,2462.5,48.78649902
2462,71.21793365,2462,-0.651678324,2462,99.42425537,2462,99.67271423,2462,54.19781876,2462,53.36633301,2462,52.47728729,2462,52.41262817,2462,56.841362,2462,50.10765839,2462,44.46174622,2462,49.28171158,2462,46.66069412,2462,47.25033569,2462,47.94538879,2462,46.47711945,2462,44.63597107,2462,47.37454605
2461.5,70.45610046,2461.5,-0.963210404,2461.5,101.2751465,2461.5,100.5808258,2461.5,56.86978531,2461.5,54.65649796,2461.5,53.52257538,2461.5,54.85039902,2461.5,57.33171082,2461.5,51.33059692,2461.5,46.55768967,2461.5,50.24628448,2461.5,46.54398727,2461.5,46.72490311,2461.5,49.83176422,2461.5,47.31795883,2461.5,46.7722168,2461.5,48.13442993
2461,70.08644104,2461,0.885556281,2461,102.771759,2461,103.2921524,2461,55.4912262,2461,55.90519714,2461,53.13127136,2461,54.4923439,2461,55.53163147,2461,50.6673584,2461,43.67440796,2461,49.78284073,2461,45.01742172,2461,46.24936676,2461,48.78041077,2461,47.29161453,2461,44.73791885,2461,46.73577118
2460.5,72.1532135,2460.5,-0.078391865,2460.5,99.14225006,2460.5,98.89532471,2460.5,52.78913879,2460.5,53.73365784,2460.5,50.82174683,2460.5,52.31203461,2460.5,55.08071136,2460.5,49.57650757,2460.5,45.17816162,2460.5,47.85895157,2460.5,46.03606033,2460.5,45.68913651,2460.5,48.65958023,2460.5,44.61875534,2460.5,43.85818863,2460.5,46.0378952
2460,71.17320251,2460,-0.030700946,2460,99.89969635,2460,100.0891724,2460,53.50062943,2460,54.56645584,2460,52.17954636,2460,53.0991745,2460,55.1779747,2460,49.72327805,2460,45.09768295,2460,48.48438263,2460,45.79644394,2460,45.46373367,2460,47.78831863,2460,45.9248848,2460,44.05738068,2460,47.01861572
2459.5,71.54030609,2459.5,0.274266779,2459.5,99.38279724,2459.5,99.40415955,2459.5,53.97662354,2459.5,54.32466888,2459.5,52.15771103,2459.5,53.52217102,2459.5,55.22510529,2459.5,49.36615753,2459.5,43.16141129,2459.5,46.95698547,2459.5,45.23496628,2459.5,44.67218781,2459.5,48.26856232,2459.5,45.62312698,2459.5,43.84154129,2459.5,46.13616562
2459,70.84204865,2459,-0.696834981,2459,100.8435516,2459,100.3606339,2459,54.51649857,2459,54.71043396,2459,53.32080078,2459,51.30532837,2459,56.60305023,2459,50.54514313,2459,45.4895401,2459,48.07171631,2459,47.481884,2459,47.94413757,2459,48.84532547,2459,46.56365967,2459,45.1794014,2459,48.11276245
2458.5,71.89910126,2458.5,1.399736166,2458.5,99.09173584,2458.5,98.40196228,2458.5,52.60525513,2458.5,52.91046524,2458.5,51.61855316,2458.5,54.43694687,2458.5,55.16834259,2458.5,48.32275391,2458.5,44.72357559,2458.5,46.82181168,2458.5,42.62236404,2458.5,44.5012207,2458.5,46.6000824,2458.5,43.54391861,2458.5,42.87842941,2458.5,45.70243454
2458,71.58650208,2458,0.497450173,2458,98.77986908,2458,98.99578857,2458,53.5716362,2458,53.85478592,2458,51.62364197,2458,52.22934341,2458,55.17227554,2458,49.33951569,2458,43.83563614,2458,46.86809921,2458,46.3965683,2458,46.21930695,2458,48.39916992,2458,45.21397781,2458,43.87504578,2458,45.82022476
2457.5,71.03801727,2457.5,0.374221861,2457.5,100.7088623,2457.5,100.1748199,2457.5,54.1456337,2457.5,53.97435379,2457.5,52.11389542,2457.5,54.16778183,2457.5,56.37509918,2457.5,51.18445587,2457.5,44.94083405,2457.5,48.69121933,2457.5,44.70124817,2457.5,46.41411972,2457.5,46.70911026,2457.5,46.26114273,2457.5,44.58171844,2457.5,47.18178177
2457,71.72962952,2457,-1.130482793,2457,100.0287323,2457,99.40709686,2457,55.05957031,2457,54.19895172,2457,53.19781876,2457,54.16413116,2457,57.28705597,2457,50.64813995,2457,45.74653625,2457,48.53165436,2457,47.12005997,2457,46.77100372,2457,48.39196014,2457,46.65349197,2457,44.59543991,2457,47.74149704
2456.5,71.5587616,2456.5,0.312821448,2456.5,99.3004303,2456.5,99.2140274,2456.5,53.55170441,2456.5,53.73793411,2456.5,52.97254944,2456.5,52.97063065,2456.5,56.33844757,2456.5,50.10953522,2456.5,45.06106567,2456.5,47.62680435,2456.5,44.85470963,2456.5,45.99279022,2456.5,48.64387512,2456.5,45.59487915,2456.5,43.33706665,2456.5,46.64875793
2456,71.43703461,2456,0.139910683,2456,99.70593262,2456,99.32393646,2456,54.469944,2456,53.6439476,2456,52.4502449,2456,54.20825958,2456,55.75094986,2456,49.51919174,2456,44.24850845,2456,48.17516708,2456,46.32827759,2456,46.44877243,2456,48.5931778,2456,45.81755447,2456,43.29623413,2456,46.76303864
2455.5,71.05445099,2455.5,-1.034862041,2455.5,100.6480713,2455.5,99.74121857,2455.5,54.54808426,2455.5,54.95619965,2455.5,53.43601608,2455.5,54.65566635,2455.5,57.35064316,2455.5,51.85717392,2455.5,46.59677505,2455.5,49.3255806,2455.5,47.1646347,2455.5,47.48103333,2455.5,49.28731537,2455.5,47.07543182,2455.5,48.41662598,2455.5,48.2453804
2455,71.00259399,2455,0.208764851,2455,102.0152817,2455,100.5499115,2455,54.7376976,2455,55.97282791,2455,52.68772888,2455,54.51800156,2455,55.51284027,2455,49.92588043,2455,44.83368301,2455,49.23749924,2455,45.88843155,2455,46.81373596,2455,49.33449936,2455,46.12922668,2455,44.66891861,2455,46.71279144
2454.5,70.78778076,2454.5,0.1707609,2454.5,100.0326004,2454.5,101.0680084,2454.5,54.28462219,2454.5,54.59236908,2454.5,52.76400375,2454.5,53.15679169,2454.5,57.53226471,2454.5,51.30899429,2454.5,45.02077866,2454.5,48.8250885,2454.5,45.9771347,2454.5,46.33559036,2454.5,48.81843567,2454.5,46.80512238,2454.5,45.13441849,2454.5,46.61372757
2454,71.24637604,2454,0.516250849,2454,99.79193878,2454,100.8576279,2454,53.92729187,2454,53.9919014,2454,52.25955963,2454,53.48925781,2454,56.09194183,2454,50.67170334,2454,44.67591476,2454,48.35956573,2454,45.44114304,2454,45.73935318,2454,47.93114853,2454,45.99682236,2454,45.08268356,2454,46.95272446
2453.5,71.41940308,2453.5,-0.273261547,2453.5,99.68178558,2453.5,100.4277496,2453.5,55.07579041,2453.5,54.95811844,2453.5,52.66030502,2453.5,54.17290878,2453.5,55.72945023,2453.5,51.48392487,2453.5,44.94275665,2453.5,49.57360458,2453.5,46.57532883,2453.5,46.45159149,2453.5,48.40790939,2453.5,46.38438797,2453.5,44.34396362,2453.5,47.67413712
2453,71.26199341,2453,0.038903903,2453,100.514946,2453,99.95513153,2453,54.81902313,2453,54.45241928,2453,52.07745361,2453,54.31707382,2453,56.61522293,2453,49.75529861,2453,44.93907928,2453,47.61460876,2453,45.86536789,2453,45.90513992,2453,48.89216232,2453,45.94615936,2453,44.39325714,2453,47.59273148
2452.5,71.36223602,2452.5,0.101413906,2452.5,99.35609436,2452.5,99.76200104,2452.5,54.52065277,2452.5,55.09708023,2452.5,53.30093384,2452.5,53.46466827,2452.5,55.82305145,2452.5,50.75421143,2452.5,45.34500122,2452.5,48.5002861,2452.5,46.23431396,2452.5,46.31285858,2452.5,48.80141449,2452.5,45.08623505,2452.5,44.63734436,2452.5,47.86112595
2452,72.01717377,2452,-0.085431561,2452,99.03924561,2452,98.59043884,2452,54.3090744,2452,54.32217789,2452,52.86767578,2452,53.86318588,2452,56.48810959,2452,51.21559525,2452,44.43130493,2452,48.72372055,2452,46.18964005,2452,46.89468002,2452,47.53726578,2452,45.76829529,2452,44.2688942,2452,46.61175919
2451.5,71.05517578,2451.5,-0.00467281,2451.5,99.97173309,2451.5,100.3134995,2451.5,54.83802032,2451.5,55.61521149,2451.5,53.13002396,2451.5,54.45292664,2451.5,57.66504288,2451.5,50.36213303,2451.5,45.06508255,2451.5,49.16988754,2451.5,46.79621887,2451.5,46.97455597,2451.5,48.34266663,2451.5,46.84980392,2451.5,45.3788681,2451.5,47.20352173
2451,71.13134003,2451,-0.10109213,2451,100.5492783,2451,100.6045227,2451,55.43394852,2451,56.2383728,2451,53.68796158,2451,55.8891716,2451,57.28334045,2451,50.787323,2451,45.81666946,2451,49.94700241,2451,46.372612,2451,46.65311432,2451,48.04930878,2451,46.67739105,2451,44.97955322,2451,46.97700882
2450.5,70.47202301,2450.5,-0.189044669,2450.5,101.70047,2450.5,102.0161362,2450.5,56.08602142,2450.5,53.21251678,2450.5,54.18955231,2450.5,54.89220428,2450.5,58.11404419,2450.5,51.55031586,2450.5,46.56869507,2450.5,50.50040436,2450.5,47.55655289,2450.5,47.72063446,2450.5,50.26585388,2450.5,47.2019577,2450.5,45.96112823,2450.5,48.06264877
2450,72.12892914,2450,-0.298704058,2450,99.62950134,2450,99.04511261,2450,55.37514496,2450,55.15394211,2450,53.15707397,2450,53.75533676,2450,56.68585968,2450,51.09227753,2450,45.16195297,2450,48.62670135,2450,46.40846252,2450,46.20855331,2450,47.42569733,2450,46.08545303,2450,44.47254562,2450,47.02490997
2449.5,70.95110321,2449.5,-0.673882961,2449.5,100.6300964,2449.5,101.1026154,2449.5,54.85198593,2449.5,56.45850372,2449.5,53.86585617,2449.5,55.19684601,2449.5,58.28482437,2449.5,51.90422058,2449.5,46.63504791,2449.5,50.41304779,2449.5,47.52181625,2449.5,47.26247406,2449.5,50.42863464,2449.5,45.89829636,2449.5,45.9473381,2449.5,48.1736145
2449,70.68225861,2449,-0.430434108,2449,101.379776,2449,100.7639923,2449,55.82159805,2449,55.25857162,2449,54.25257111,2449,54.90987396,2449,57.25276566,2449,51.52344131,2449,46.93400574,2449,50.10441589,2449,47.71035767,2449,46.14266205,2449,49.93759537,2449,45.73444366,2449,45.99411774,2449,47.31061172
2448.5,70.93052673,2448.5,0.363732398,2448.5,101.4089737,2448.5,101.1596069,2448.5,55.03572083,2448.5,55.03150177,2448.5,54.02490616,2448.5,55.24226379,2448.5,57.89511108,2448.5,50.82754517,2448.5,45.49103546,2448.5,49.22673416,2448.5,46.48824692,2448.5,46.42273712,2448.5,48.33750916,2448.5,46.93764877,2448.5,45.85530853,2448.5,46.20272064
2448,71.37046814,2448,0.565811157,2448,100.6088715,2448,99.69754028,2448,55.21845245,2448,54.78234863,2448,51.8313179,2448,54.01428223,2448,55.42112732,2448,50.34877777,2448,46.43579865,2448,48.45381927,2448,46.30048752,2448,46.40696335,2448,48.00957489,2448,45.28060532,2448,44.65349579,2448,46.92113876
2447.5,70.77420044,2447.5,0.656222165,2447.5,100.8267136,2447.5,101.1007767,2447.5,55.13268661,2447.5,54.80238724,2447.5,53.53770447,2447.5,54.93892288,2447.5,57.75076675,2447.5,51.41718292,2447.5,46.40556335,2447.5,49.31325531,2447.5,46.55010223,2447.5,46.96746445,2447.5,49.17203522,2447.5,46.15718079,2447.5,44.72954178,2447.5,46.38829422
2447,73.99279022,2447,-0.611919463,2447,97.02287292,2447,96.30397797,2447,54.34852219,2447,53.63765335,2447,51.51507187,2447,52.75974274,2447,55.84496689,2447,50.01995468,2447,44.55908203,2447,47.50649261,2447,46.325634,2447,45.93110657,2447,47.59950638,2447,45.26193619,2447,44.29629135,2447,45.47212219
2446.5,71.64258575,2446.5,0.063027374,2446.5,99.3722229,2446.5,98.78607178,2446.5,55.25898361,2446.5,55.38117218,2446.5,53.31192017,2446.5,53.5681076,2446.5,57.20435333,2446.5,51.39694977,2446.5,45.48443222,2446.5,48.40595245,2446.5,46.44955444,2446.5,46.3454895,2446.5,48.9912262,2446.5,46.69536209,2446.5,45.28733826,2446.5,47.14029312
2446,71.86763763,2446,1.195044398,2446,100.1563797,2446,99.10597229,2446,53.62377167,2446,54.66223526,2446,53.06683731,2446,53.27709961,2446,56.43917847,2446,50.52912903,2446,44.64780426,2446,47.97938919,2446,45.43574524,2446,46.51804352,2446,47.65752411,2446,44.85266495,2446,43.69046783,2446,46.56232071
2445.5,71.735466,2445.5,-0.170855463,2445.5,99.57311249,2445.5,99.0022583,2445.5,55.32153702,2445.5,55.84313965,2445.5,52.43380737,2445.5,54.12684631,2445.5,56.95729828,2445.5,51.32294464,2445.5,45.14360428,2445.5,49.59460068,2445.5,46.67084122,2445.5,46.12054443,2445.5,49.23326492,2445.5,46.14627075,2445.5,45.0749321,2445.5,47.73182297
2445,71.48487854,2445,0.524493635,2445,100.192131,2445,100.5307465,2445,54.71971512,2445,55.40768433,2445,52.93977356,2445,54.2282753,2445,57.72926712,2445,50.61291504,2445,44.89103699,2445,47.66543579,2445,46.33452988,2445,46.22600937,2445,48.29647446,2445,45.46089935,2445,44.65789032,2445,47.36991119
2444.5,71.259552,2444.5,0.369121403,2444.5,100.4506073,2444.5,100.0642395,2444.5,54.99718857,2444.5,55.71286774,2444.5,53.40212631,2444.5,54.41240692,2444.5,57.45654678,2444.5,51.24195099,2444.5,45.79855347,2444.5,50.43770218,2444.5,46.84256744,2444.5,47.60958862,2444.5,48.55975342,2444.5,46.38730621,2444.5,42.42591095,2444.5,47.18891144
2444,70.98848724,2444,0.003815301,2444,101.7647705,2444,100.1394272,2444,56.45358658,2444,56.00267792,2444,54.66100693,2444,55.46206284,2444,56.74399567,2444,51.28682327,2444,46.25074387,2444,49.87825012,2444,46.80355072,2444,46.77687836,2444,50.34828949,2444,46.80620956,2444,46.05871201,2444,48.2386055
2443.5,72.48767853,2443.5,-0.22610037,2443.5,98.28734589,2443.5,98.66525269,2443.5,54.91640472,2443.5,54.99990463,2443.5,53.41879272,2443.5,54.13851166,2443.5,57.04518127,2443.5,51.3699646,2443.5,44.86351776,2443.5,48.58412933,2443.5,45.91459274,2443.5,46.5305748,2443.5,48.3151741,2443.5,46.1272316,2443.5,44.40852737,2443.5,47.83283615
2443,72.05606842,2443,1.330314636,2443,99.80674744,2443,99.83798218,2443,54.21297073,2443,53.7934494,2443,52.65786743,2443,53.53868484,2443,56.65366745,2443,50.7930336,2443,43.94286346,2443,47.5682869,2443,45.89979172,2443,45.56888199,2443,47.09692764,2443,45.64226913,2443,43.98893356,2443,45.49530792
2442.5,71.29138947,2442.5,-0.222966477,2442.5,101.3584824,2442.5,101.1701736,2442.5,56.24713898,2442.5,56.00348663,2442.5,54.10116196,2442.5,55.67626953,2442.5,57.69474411,2442.5,52.14719009,2442.5,46.73822784,2442.5,49.77897263,2442.5,46.83323669,2442.5,47.7588501,2442.5,49.64422989,2442.5,47.25571823,2442.5,45.9121933,2442.5,47.4689827
2442,72.48182678,2442,-0.626259208,2442,98.54969025,2442,98.99628448,2442,55.02127838,2442,54.33298492,2442,53.13213348,2442,54.61332703,2442,57.30857849,2442,49.89320755,2442,46.38451767,2442,50.05518723,2442,46.89169312,2442,47.40643311,2442,48.35650635,2442,46.28713608,2442,41.52228546,2442,48.55527115
2441.5,71.81604004,2441.5,0.513599098,2441.5,99.01019287,2441.5,99.50696564,2441.5,55.00663376,2441.5,54.86940765,2441.5,52.79729843,2441.5,54.43504333,2441.5,56.65605164,2441.5,51.17316437,2441.5,45.88931656,2441.5,49.27773285,2441.5,46.00028229,2441.5,44.66249847,2441.5,47.52972412,2441.5,45.9858017,2441.5,46.10264206,2441.5,47.61894226
2441,71.6412735,2441,-0.100442253,2441,99.24954224,2441,99.95713806,2441,57.09750748,2441,56.0084877,2441,53.63227081,2441,55.68642426,2441,57.97359848,2441,51.00911713,2441,46.34373474,2441,49.37135315,2441,46.47395706,2441,47.38787079,2441,49.39263916,2441,47.1668396,2441,47.28462219,2441,47.07704926
2440.5,71.50614929,2440.5,-0.406447887,2440.5,99.20366669,2440.5,99.29856873,2440.5,55.23080826,2440.5,56.35703278,2440.5,55.55753708,2440.5,55.46020126,2440.5,58.25193024,2440.5,52.95190048,2440.5,47.14503479,2440.5,49.07615662,2440.5,47.17967224,2440.5,47.96558762,2440.5,49.36625671,2440.5,46.47236633,2440.5,46.00710297,2440.5,48.52238464
2440,71.68231964,2440,0.430607379,2440,99.07496643,2440,99.55332947,2440,55.79541397,2440,54.72919464,2440,53.59902191,2440,53.773983,2440,57.50880432,2440,51.8285408,2440,45.23356628,2440,49.27235413,2440,46.63497543,2440,48.67147064,2440,48.37380219,2440,45.28689194,2440,44.38018799,2440,47.38750458
2439.5,71.9826889,2439.5,0.091691487,2439.5,99.17097473,2439.5,98.41775513,2439.5,53.18984222,2439.5,55.8506546,2439.5,54.36075974,2439.5,55.42182159,2439.5,57.38710022,2439.5,50.97995377,2439.5,46.8337059,2439.5,49.55056381,2439.5,47.21508789,2439.5,46.75585175,2439.5,49.02453232,2439.5,46.22348404,2439.5,44.90671921,2439.5,47.18588638
2439,71.29969788,2439,0.097069122,2439,100.9227066,2439,104.8380966,2439,56.13376617,2439,56.6641922,2439,54.36566544,2439,54.98093414,2439,57.87960815,2439,50.77328491,2439,45.70768738,2439,49.01887894,2439,47.41914749,2439,47.84226608,2439,48.73575592,2439,47.2131691,2439,45.82458878,2439,48.48543167
2438.5,71.29074097,2438.5,0.637602091,2438.5,100.0061493,2438.5,101.0115509,2438.5,56.74660873,2438.5,56.48371506,2438.5,54.26449585,2438.5,54.97090149,2438.5,57.70121765,2438.5,51.39390945,2438.5,46.3335228,2438.5,48.90089798,2438.5,46.79296494,2438.5,46.34124374,2438.5,48.32701874,2438.5,46.52641296,2438.5,44.12253571,2438.5,47.7326088
2438,71.32592773,2438,-0.478309572,2438,101.3840408,2438,100.5741272,2438,56.75834274,2438,57.13823318,2438,54.55329895,2438,55.56010437,2438,58.72681046,2438,52.76080322,2438,47.36471939,2438,50.77098083,2438,47.65640259,2438,47.47186661,2438,50.48000336,2438,47.20529175,2438,46.77751541,2438,48.80545807
2437.5,71.72033691,2437.5,-0.371282399,2437.5,100.0298996,2437.5,99.28164673,2437.5,55.86946106,2437.5,56.36199188,2437.5,54.40947342,2437.5,57.51768875,2437.5,58.30165863,2437.5,53.19381332,2437.5,46.70580673,2437.5,50.6593895,2437.5,47.13856888,2437.5,47.21219254,2437.5,49.40501022,2437.5,47.12134171,2437.5,43.05669785,2437.5,47.34738922
2437,72.12358093,2437,0.107972607,2437,99.63900757,2437,99.59250641,2437,55.77804565,2437,55.9180069,2437,54.19429398,2437,54.68384552,2437,57.38271332,2437,52.54123306,2437,45.63387299,2437,48.36560059,2437,47.13962555,2437,46.91667938,2437,49.39735794,2437,46.563797,2437,45.06130981,2437,48.0387764
2436.5,72.0493927,2436.5,-0.333569676,2436.5,99.47007751,2436.5,99.8385849,2436.5,55.62903976,2436.5,57.2111969,2436.5,55.31519699,2436.5,55.13666916,2436.5,57.52685547,2436.5,52.12604523,2436.5,46.69035721,2436.5,49.49723816,2436.5,47.56949615,2436.5,47.86694717,2436.5,49.72480392,2436.5,46.25232697,2436.5,47.58351898,2436.5,47.91851425
2436,71.5553894,2436,0.434381276,2436,99.63807678,2436,100.0353546,2436,57.02054977,2436,55.90897369,2436,54.86365509,2436,55.05820084,2436,58.68359756,2436,51.81040192,2436,46.06323624,2436,49.93470001,2436,46.54624939,2436,46.45637131,2436,49.58875656,2436,47.13612366,2436,44.45947647,2436,47.73700714
2435.5,71.71981049,2435.5,1.00737381,2435.5,100.0035248,2435.5,100.5665665,2435.5,55.77381897,2435.5,54.91613007,2435.5,53.18120575,2435.5,55.06760406,2435.5,57.471138,2435.5,53.26362228,2435.5,46.47602081,2435.5,48.7289772,2435.5,46.45298386,2435.5,45.83927536,2435.5,48.42892456,2435.5,47.30906296,2435.5,44.91194153,2435.5,46.66580582
2435,71.82348633,2435,0.361798346,2435,99.84413147,2435,99.93711853,2435,56.9293251,2435,56.29029083,2435,54.16744232,2435,54.60601425,2435,57.7633667,2435,52.37571716,2435,46.80222321,2435,49.89358139,2435,46.61574173,2435,47.90740585,2435,49.34930038,2435,46.55265427,2435,44.56886673,2435,47.7254982
2434.5,71.66191101,2434.5,0.189053327,2434.5,98.94838715,2434.5,100.3785019,2434.5,56.12872696,2434.5,56.04922867,2434.5,53.98209,2434.5,55.74782562,2434.5,57.48012543,2434.5,52.13522339,2434.5,46.88640213,2434.5,49.49333191,2434.5,46.86410904,2434.5,47.34072495,2434.5,48.84191513,2434.5,46.81222916,2434.5,43.95082855,2434.5,47.50292206
2434,71.91209412,2434,-0.267229259,2434,100.610054,2434,100.3079758,2434,56.39506149,2434,56.03066254,2434,55.1590271,2434,55.06856918,2434,57.92250061,2434,52.36713409,2434,47.20428085,2434,49.97542191,2434,47.31056595,2434,47.06771851,2434,49.02747726,2434,46.89136887,2434,44.88139343,2434,47.77460861
2433.5,71.77014923,2433.5,0.165363014,2433.5,99.44946289,2433.5,99.48210144,2433.5,55.53996658,2433.5,56.96858597,2433.5,55.00389481,2433.5,56.22587967,2433.5,58.87493515,2433.5,52.13542175,2433.5,46.96079636,2433.5,50.28900528,2433.5,46.4923172,2433.5,47.27549744,2433.5,49.47585678,2433.5,47.89214325,2433.5,44.78495407,2433.5,47.72545242
2433,71.68563843,2433,-0.215652376,2433,99.76322174,2433,99.91900635,2433,56.49376678,2433,56.02331924,2433,54.7664032,2433,55.26502228,2433,58.51581192,2433,53.30751038,2433,47.13206482,2433,50.19560623,2433,48.3323822,2433,47.62762833,2433,50.13518906,2433,47.1450119,2433,46.21905518,2433,48.21081161
2432.5,72.10160828,2432.5,0.17996268,2432.5,100.2650299,2432.5,98.96831512,2432.5,56.85848999,2432.5,56.32121658,2432.5,54.07376099,2432.5,55.25640869,2432.5,57.04929733,2432.5,52.00943756,2432.5,46.4536972,2432.5,49.59262848,2432.5,47.43418884,2432.5,47.2761879,2432.5,48.77062225,2432.5,46.49995422,2432.5,45.11870956,2432.5,47.75386047
2432,71.79634857,2432,-0.26754126,2432,100.8105621,2432,99.96200562,2432,56.09629059,2432,57.13003922,2432,55.47027588,2432,56.11378098,2432,58.47526169,2432,51.93099213,2432,47.52539825,2432,49.95150757,2432,47.85311508,2432,48.15068817,2432,49.38198471,2432,46.81395721,2432,45.94820404,2432,48.24066162
2431.5,71.70545959,2431.5,-0.383976966,2431.5,101.0493393,2431.5,100.377594,2431.5,57.16836929,2431.5,58.00365067,2431.5,54.72968292,2431.5,56.30150986,2431.5,58.33333588,2431.5,51.6711731,2431.5,47.97197342,2431.5,49.42220306,2431.5,48.33312225,2431.5,48.2042923,2431.5,50.0442276,2431.5,47.28830338,2431.5,45.90713882,2431.5,47.04351807
