Wavelength	a15
1839.5	36.23604584
1840	36.27729034
1840.5	36.46516418
1841	36.03743362
1841.5	36.24141693
1842	36.18416595
1842.5	36.11571121
1843	35.93109894
1843.5	36.06690598
1844	35.94403458
1844.5	36.57539749
1845	36.2249794
1845.5	36.27672958
1846	35.78120422
1846.5	36.11811447
1847	35.97119904
1847.5	35.7717247
1848	35.70824051
1848.5	36.34765625
1849	36.21032715
1849.5	36.05997849
1850	36.17385483
1850.5	35.77006149
1851	35.98624802
1851.5	36.35605621
1852	36.22551346
1852.5	36.2358551
1853	36.2615242
1853.5	36.19953918
1854	36.28858185
1854.5	36.04062271
1855	35.91939926
1855.5	36.04603195
1856	36.03809357
1856.5	36.03496552
1857	35.97888947
1857.5	35.87322617
1858	36.19520187
1858.5	36.12700272
1859	36.13318634
1859.5	36.08398438
1860	36.20096207
1860.5	35.97885513
1861	36.06943893
1861.5	36.02095032
1862	36.21498489
1862.5	36.48733521
1863	35.99024963
1863.5	36.73565292
1864	36.17645645
1864.5	36.33063126
1865	36.53702927
1865.5	36.29104996
1866	35.99641037
1866.5	35.7236557
1867	36.19412613
1867.5	36.033741
1868	35.93731308
1868.5	36.24013138
1869	35.99971008
1869.5	35.91094208
1870	36.18236923
1870.5	35.98027039
1871	36.16516495
1871.5	36.51756287
1872	36.08827209
1872.5	35.94019699
1873	36.03993225
1873.5	35.91317368
1874	35.67453384
1874.5	35.97027969
1875	35.89953995
1875.5	36.51130295
1876	36.09746552
1876.5	36.46205521
1877	35.94897842
1877.5	35.83006668
1878	36.08549881
1878.5	36.02179718
1879	35.52033615
1879.5	35.9442215
1880	36.24764252
1880.5	35.95706177
1881	35.75657654
1881.5	36.09426117
1882	35.91014862
1882.5	36.13260651
1883	35.88258743
1883.5	35.64241791
1884	35.99678802
1884.5	35.95901871
1885	36.18214035
1885.5	35.74925232
1886	35.7254715
1886.5	35.79582596
1887	35.74250031
1887.5	35.86679077
1888	35.55644226
1888.5	35.53875351
1889	35.62284088
1889.5	35.70638657
1890	35.51019287
1890.5	35.8595314
1891	35.66555405
1891.5	35.61287308
1892	35.84797668
1892.5	35.71887207
1893	35.70024109
1893.5	35.61952591
1894	35.50640869
1894.5	35.93964005
1895	35.68394852
1895.5	35.47509384
1896	35.59433746
1896.5	35.31659698
1897	35.65588379
1897.5	35.56351852
1898	35.21288681
1898.5	35.61022186
1899	35.44989395
1899.5	35.64717102
1900	35.00958252
1900.5	34.9135704
1901	35.16659927
1901.5	35.16484833
1902	35.44348145
1902.5	35.58233261
1903	35.15192032
1903.5	34.41124344
1904	35.45972443
1904.5	35.45494461
1905	34.84168625
1905.5	35.13004303
1906	35.48933792
1906.5	35.0891571
1907	34.80031967
1907.5	35.27334976
1908	34.93550491
1908.5	35.47602463
1909	35.35914612
1909.5	34.77811813
1910	35.11310196
1910.5	35.0724144
1911	34.98166656
1911.5	35.59286118
1912	34.39081955
1912.5	35.52581787
1913	35.22048187
1913.5	35.20069122
1914	34.96989441
1914.5	35.25985718
1915	34.9481926
1915.5	34.63253784
1916	34.93932724
1916.5	34.85248947
1917	34.5510025
1917.5	34.29409027
1918	34.85219955
1918.5	34.34684753
1919	35.0862236
1919.5	34.83696365
1920	35.07214737
1920.5	34.61247253
1921	34.97135162
1921.5	35.00976563
1922	34.88615417
1922.5	34.81573486
1923	34.8634491
1923.5	34.98904419
1924	35.21988297
1924.5	35.12501526
1925	34.79954147
1925.5	35.54744339
1926	34.36804962
1926.5	35.04240417
1927	35.25614548
1927.5	34.93708038
1928	34.59830093
1928.5	35.25333786
1929	35.03282166
1929.5	35.1597023
1930	35.34570313
1930.5	34.81907654
1931	35.34854507
1931.5	35.03144455
1932	35.20241928
1932.5	34.99159241
1933	34.98879623
1933.5	34.97179031
1934	35.16985321
1934.5	35.0188446
1935	35.04313278
1935.5	35.1427002
1936	34.86746597
1936.5	35.16689682
1937	35.21195602
1937.5	34.87397385
1938	34.7917366
1938.5	34.8011322
1939	34.99329758
1939.5	35.63467789
1940	34.88238907
1940.5	35.36854553
1941	34.5409317
1941.5	34.97843933
1942	35.82321548
1942.5	35.06278229
1943	34.9575386
1943.5	35.04331589
1944	35.34332657
1944.5	35.13630295
1945	35.24700928
1945.5	35.19903564
1946	34.84853363
1946.5	34.74232483
1947	34.34702682
1947.5	35.27101517
1948	35.66308594
1948.5	35.23158264
1949	35.56620026
1949.5	35.38754654
1950	35.29240417
1950.5	35.17026138
1951	35.03292084
1951.5	34.94467926
1952	34.93655396
1952.5	35.22663116
1953	35.49459457
1953.5	35.19118118
1954	35.26473236
1954.5	35.48115921
1955	35.23431015
1955.5	35.394104
1956	35.36320496
1956.5	35.3860321
1957	35.19587708
1957.5	35.41911697
1958	35.07622528
1958.5	35.64519882
1959	35.2520752
1959.5	35.78859711
1960	35.4368248
1960.5	35.08056641
1961	35.69804001
1961.5	34.91765976
1962	35.67613983
1962.5	35.66820526
1963	35.22432327
1963.5	35.48645782
1964	35.07268906
1964.5	35.32158279
1965	35.78828812
1965.5	35.45031357
1966	35.51428986
1966.5	35.23055649
1967	35.73519135
1967.5	35.40039063
1968	35.1248703
1968.5	35.257267
1969	35.25575638
1969.5	35.6709404
1970	35.42772675
1970.5	35.1444931
1971	35.42045212
1971.5	35.60654068
1972	35.41002274
1972.5	35.56114578
1973	35.61366653
1973.5	35.47661972
1974	35.69145584
1974.5	35.76102448
1975	35.59197235
1975.5	35.38250732
1976	35.58115387
1976.5	35.7211113
1977	35.59738541
1977.5	35.62491608
1978	35.80931854
1978.5	35.63041687
1979	35.47071075
1979.5	35.60356522
1980	36.0665741
1980.5	36.1774826
1981	35.73709106
1981.5	35.92417145
1982	35.58594894
1982.5	35.47320938
1983	35.91207504
1983.5	35.72664261
1984	35.37614059
1984.5	35.48151016
1985	35.93972015
1985.5	35.87602997
1986	35.72104645
1986.5	35.70961761
1987	35.93110275
1987.5	35.45395279
1988	35.77975845
1988.5	35.9871254
1989	35.71207428
1989.5	35.59947205
1990	35.39944839
1990.5	35.21819305
1991	35.71520233
1991.5	36.16846085
1992	35.86188126
1992.5	35.51942825
1993	35.68151093
1993.5	35.72043991
1994	35.71210098
1994.5	35.60447693
1995	36.17301559
1995.5	36.40733719
1996	35.5285759
1996.5	35.86706924
1997	35.54145432
1997.5	35.5151329
1998	36.03896332
1998.5	36.05245209
1999	36.07332611
1999.5	35.9036026
2000	35.07477951
2000.5	36.2543602
2001	36.31639862
2001.5	36.08041763
2002	36.09981155
2002.5	35.40859604
2003	35.7241478
2003.5	35.94100952
2004	36.23578262
2004.5	36.279953
2005	35.89407349
2005.5	35.79185486
2006	35.76615143
2006.5	36.21261978
2007	35.86841965
2007.5	36.31774139
2008	36.2754631
2008.5	35.97380066
2009	36.00174713
2009.5	35.96044922
2010	36.59135056
2010.5	36.17920303
2011	35.9863205
2011.5	35.83315659
2012	35.93321609
2012.5	36.44628906
2013	36.29217911
2013.5	36.49808884
2014	36.1706543
2014.5	36.71058655
2015	36.47611618
2015.5	36.43109894
2016	35.92919922
2016.5	36.71147156
2017	35.9173851
2017.5	36.19847488
2018	35.57662582
2018.5	35.87335587
2019	36.23266983
2019.5	36.00966263
2020	36.12067413
2020.5	36.24282455
2021	36.73009872
2021.5	36.07794571
2022	36.53509903
2022.5	36.65120316
2023	36.8440361
2023.5	36.38375473
2024	37.0646286
2024.5	36.65863419
2025	36.78645706
2025.5	36.20240784
2026	36.18204117
2026.5	36.71954727
2027	36.72044754
2027.5	36.68060684
2028	36.21296692
2028.5	36.75894928
2029	36.03271103
2029.5	36.66762924
2030	35.86047363
2030.5	36.23243713
2031	36.71435547
2031.5	36.14311981
2032	35.88055801
2032.5	36.83346939
2033	36.38492203
2033.5	36.04320526
2034	36.65312958
2034.5	36.19770813
2035	36.31348801
2035.5	36.58604431
2036	36.20537949
2036.5	36.55805206
2037	36.2519455
2037.5	36.88698578
2038	36.27155685
2038.5	36.5659523
2039	36.32815933
2039.5	36.27205658
2040	36.39538193
2040.5	36.43792343
2041	36.94864655
2041.5	36.37392044
2042	37.2189064
2042.5	37.07135773
2043	35.83539963
2043.5	37.82771301
2044	36.50344849
2044.5	36.29700851
2045	37.14876938
2045.5	36.91464233
2046	36.53286362
2046.5	37.24123001
2047	36.70212555
2047.5	37.3577652
2048	36.5759964
2048.5	36.49293137
2049	36.7142601
2049.5	36.81307602
2050	36.87924194
2050.5	36.08456421
2051	37.05424881
2051.5	36.50249863
2052	36.66780472
2052.5	37.24694824
2053	36.51752472
2053.5	36.19908905
2054	36.38533783
2054.5	36.68696213
2055	36.80537033
2055.5	36.50277328
2056	36.52256012
2056.5	36.25513458
2057	36.42208481
2057.5	36.97608566
2058	36.23254395
2058.5	36.29187775
2059	36.37741089
2059.5	36.43264008
2060	37.23436737
2060.5	36.70606613
2061	36.85774994
2061.5	36.70629501
2062	37.50728226
2062.5	36.66081238
2063	36.97325134
2063.5	37.30641174
2064	37.19316864
2064.5	36.41706467
2065	36.24673462
2065.5	36.7894783
2066	36.58895493
2066.5	37.14252853
2067	37.21121979
2067.5	36.19057465
2068	37.07500839
2068.5	36.73721313
2069	36.80600739
2069.5	36.6400795
2070	37.52964401
2070.5	36.5939827
2071	36.7265625
2071.5	36.67176819
2072	36.86319351
2072.5	36.87834549
2073	37.0281601
2073.5	36.88459396
2074	37.02494049
2074.5	36.04125977
2075	36.5435257
2075.5	36.62913895
2076	36.65417862
2076.5	36.58661652
2077	36.30031967
2077.5	36.36694717
2078	37.079422
2078.5	36.75008392
2079	36.35279083
2079.5	36.5668869
2080	37.28995132
2080.5	36.87409973
2081	36.99815369
2081.5	36.46416092
2082	36.4679451
2082.5	36.78736877
2083	36.95022583
2083.5	36.81740189
2084	36.84674454
2084.5	37.21440506
2085	36.54538727
2085.5	37.2959938
2086	36.44816971
2086.5	37.23748398
2087	37.11671448
2087.5	36.4691124
2088	36.5285759
2088.5	37.01086426
2089	36.60165024
2089.5	37.2883606
2090	36.85850525
2090.5	36.55294037
2091	37.00766754
2091.5	37.38337708
2092	36.57818985
2092.5	36.53562164
2093	36.75001526
2093.5	36.93966675
2094	36.97099686
2094.5	36.6995697
2095	37.18681335
2095.5	36.97905731
2096	36.97272491
2096.5	36.52436066
2097	36.93265915
2097.5	36.64657211
2098	37.06183624
2098.5	36.95498276
2099	36.48595428
2099.5	36.91618347
2100	37.0894165
2100.5	37.19313049
2101	37.19684982
2101.5	37.77158737
2102	37.1792984
2102.5	37.0006752
2103	36.77006531
2103.5	36.72575378
2104	36.6449852
2104.5	36.7169342
2105	37.08220291
2105.5	37.88989639
2106	37.00975037
2106.5	37.01332474
2107	37.42354965
2107.5	36.90811157
2108	37.46948624
2108.5	36.71973419
2109	37.91973114
2109.5	36.93624115
2110	36.9801445
2110.5	37.57183838
2111	37.28736115
2111.5	36.82612991
2112	36.55244446
2112.5	36.97286606
2113	37.56477356
2113.5	36.60403061
2114	37.45969009
2114.5	37.2738266
2115	36.14341736
2115.5	37.55686951
2116	36.9081955
2116.5	37.44118118
2117	37.08918381
2117.5	37.11393356
2118	37.20881653
2118.5	37.29000473
2119	37.59318542
2119.5	36.88103867
2120	36.74269485
2120.5	37.41133881
2121	37.22418976
2121.5	36.98921585
2122	36.93756104
2122.5	37.53640366
2123	37.21721268
2123.5	37.20663834
2124	38.18390274
2124.5	37.46749115
2125	37.10378265
2125.5	37.98781204
2126	37.42770386
2126.5	37.11927414
2127	37.486866
2127.5	37.1043663
2128	37.38294983
2128.5	37.08725739
2129	37.54540253
2129.5	37.57328796
2130	37.07655716
2130.5	36.63611984
2131	36.73063278
2131.5	37.97628403
2132	37.42935944
2132.5	37.94061279
2133	35.79774857
2133.5	36.99089813
2134	38.22666168
2134.5	36.09276199
2135	37.37097168
2135.5	36.75339508
2136	37.03479004
2136.5	36.55439758
2137	38.57396698
2137.5	37.16226959
2138	37.35553741
2138.5	37.7289238
2139	37.22811508
2139.5	37.49631119
2140	36.31080246
2140.5	37.06520844
2141	36.70680237
2141.5	37.28373718
2142	37.41398621
2142.5	37.02655411
2143	37.33779907
2143.5	35.87775421
2144	37.17201996
2144.5	36.45215988
2145	37.10988235
2145.5	36.87711716
2146	36.33691788
2146.5	36.70432663
2147	37.33635712
2147.5	36.72337341
2148	36.50405884
2148.5	37.25090408
2149	37.41597366
2149.5	37.22005463
2150	36.46458435
2150.5	36.4036026
2151	37.33646393
2151.5	37.01308823
2152	36.39824677
2152.5	37.7605629
2153	36.66701889
2153.5	37.6007576
2154	35.70668793
2154.5	37.29592133
2155	36.50668716
2155.5	37.30631638
2156	36.8993454
2156.5	36.18486404
2157	36.5461998
2157.5	36.24084091
2158	36.30097961
2158.5	35.83672333
2159	36.37801743
2159.5	37.14930344
2160	36.85769272
2160.5	35.9260788
2161	36.74497223
2161.5	36.67427444
2162	36.31668854
2162.5	36.1097908
2163	35.97970581
2163.5	36.30277252
2164	35.68938828
2164.5	35.58823395
2165	36.57462311
2165.5	36.85608292
2166	35.4961586
2166.5	35.99411392
2167	36.04858398
2167.5	36.62321854
2168	35.93718719
2168.5	36.22614288
2169	34.6619072
2169.5	35.97224808
2170	35.89618683
2170.5	36.75260162
2171	36.29441833
2171.5	35.58261871
2172	35.95527649
2172.5	35.91832352
2173	36.14666748
2173.5	35.98350143
2174	36.68345261
2174.5	35.98242569
2175	35.86768341
2175.5	34.83208084
2176	36.72196579
2176.5	35.54618454
2177	36.0628891
2177.5	35.66632843
2178	35.55444717
2178.5	36.05538177
2179	35.2647934
2179.5	36.06614685
2180	35.54165649
2180.5	35.5127182
2181	34.99993515
2181.5	35.25619888
2182	35.42908478
2182.5	36.31159973
2183	36.26898956
2183.5	35.68486023
2184	36.00758362
2184.5	35.10932159
2185	35.70304108
2185.5	36.44260025
2186	35.6898613
2186.5	35.71708679
2187	35.41725922
2187.5	35.39585876
2188	35.28777695
2188.5	35.18051529
2189	34.78461456
2189.5	34.79718399
2190	34.99617767
2190.5	35.53266907
2191	35.47679901
2191.5	34.83299637
2192	35.41962051
2192.5	35.23054123
2193	34.69772339
2193.5	35.66476822
2194	35.45633698
2194.5	35.37042236
2195	35.6422081
2195.5	34.59818268
2196	34.65093231
2196.5	35.57623291
2197	34.63221741
2197.5	34.38767624
2198	34.52374649
2198.5	34.93681717
2199	35.20860672
2199.5	34.34050369
2200	34.84068298
2200.5	34.51666641
2201	35.43593597
2201.5	34.47494125
2202	34.94750977
2202.5	34.52324295
2203	34.84108734
2203.5	34.90191269
2204	34.63231277
2204.5	35.27013779
2205	34.59544754
2205.5	35.02213287
2206	34.08635712
2206.5	35.32935715
2207	35.02915573
2207.5	35.83628082
2208	34.59588242
2208.5	35.56922531
2209	35.04740143
2209.5	35.05628204
2210	35.20980072
2210.5	35.11307526
2211	34.82118988
2211.5	34.44308472
2212	34.93877029
2212.5	35.49336243
2213	35.28208923
2213.5	35.36843491
2214	35.47231674
2214.5	36.02437973
2215	34.97881317
2215.5	35.30993652
2216	36.21433258
2216.5	35.47186279
2217	36.23914337
2217.5	35.13015747
2218	35.64858246
2218.5	35.29732513
2219	34.62687302
2219.5	35.70264053
2220	35.83922577
2220.5	35.13064957
2221	34.82183075
2221.5	35.29972076
2222	35.28010941
2222.5	35.44615555
2223	36.28050995
2223.5	35.55847168
2224	35.45500565
2224.5	36.40775681
2225	35.13378906
2225.5	35.350914
2226	35.85780334
2226.5	35.98008728
2227	35.72642899
2227.5	36.93448257
2228	35.94780731
2228.5	36.5764122
2229	36.85402679
2229.5	35.7301445
2230	35.97600555
2230.5	36.48167419
2231	36.42217636
2231.5	36.05780029
2232	35.22336578
2232.5	36.83441925
2233	36.30513382
2233.5	36.69625092
2234	35.97014999
2234.5	35.87294769
2235	35.53269958
2235.5	35.99969864
2236	36.76809311
2236.5	36.79286575
2237	35.80472565
2237.5	35.76543427
2238	35.74931717
2238.5	35.69452286
2239	35.86923218
2239.5	35.52173233
2240	35.5438652
2240.5	36.30483627
2241	35.93252182
2241.5	35.32675934
2242	35.02417374
2242.5	36.2024231
2243	36.20479584
2243.5	35.32446289
2244	36.15844727
2244.5	36.74307251
2245	37.13742447
2245.5	37.12565613
2246	36.80482101
2246.5	37.13486099
2247	36.4572525
2247.5	37.01506805
2248	37.47254181
2248.5	35.44578171
2249	36.1395607
2249.5	37.69968033
2250	35.84314728
2250.5	35.64599609
2251	35.64852905
2251.5	36.45209503
2252	35.82615662
2252.5	35.94784546
2253	36.97590637
2253.5	37.64513016
2254	36.51247406
2254.5	37.12687683
2255	36.27918243
2255.5	37.68322754
2256	36.51133728
2256.5	36.51635361
2257	35.9020462
2257.5	34.46768951
2258	35.43154144
2258.5	35.29497528
2259	35.36159897
2259.5	35.98201752
2260	35.86193085
2260.5	36.1891861
2261	35.75231934
2261.5	37.26197052
2262	36.07407761
2262.5	37.01908493
2263	35.41037369
2263.5	36.84902573
2264	32.94635391
2264.5	36.28975296
2265	35.57562256
2265.5	34.97249603
2266	36.21226501
2266.5	35.18100739
2267	35.94251251
2267.5	36.72408295
2268	36.22863388
2268.5	36.41464233
2269	37.54405212
2269.5	36.09827042
2270	35.26095963
2270.5	35.9366684
2271	34.90558624
2271.5	35.98025131
2272	36.75228119
2272.5	36.18940735
2273	35.88912964
2273.5	35.15130997
2274	36.12322998
2274.5	37.82655716
2275	36.48363876
2275.5	34.79186249
2276	36.43921661
2276.5	35.47414398
2277	36.48164368
2277.5	36.81394958
2278	35.85357285
2278.5	35.6548996
2279	35.6529007
2279.5	35.06912231
2280	35.90781784
2280.5	35.72516632
2281	35.73039627
2281.5	34.90807724
2282	34.78532791
2282.5	36.23607635
2283	35.53425598
2283.5	35.82507706
2284	35.6121254
2284.5	36.03788757
2285	35.57131577
2285.5	35.70121384
2286	35.32436371
2286.5	35.43449783
2287	36.0446434
2287.5	37.09861755
2288	36.14147186
2288.5	36.84012985
2289	35.96215057
2289.5	35.42513657
2290	34.93322372
2290.5	35.96671677
2291	36.4327507
2291.5	35.73817825
2292	35.48627472
2292.5	36.53834915
2293	36.47395706
2293.5	35.80029678
2294	35.57518768
2294.5	35.60593414
2295	36.32162094
2295.5	36.09763336
2296	36.77113342
2296.5	35.87637329
2297	35.39184189
2297.5	35.64377594
2298	35.84997177
2298.5	35.9286499
2299	36.66973877
2299.5	35.10373688
2300	36.26351166
2300.5	35.60223389
2301	36.2289238
2301.5	35.71807098
2302	35.523983
2302.5	35.82008362
2303	35.4269104
2303.5	35.7114296
2304	36.383564
2304.5	35.91609192
2305	35.22480774
2305.5	36.31036758
2306	35.12492371
2306.5	35.97142029
2307	35.3109436
2307.5	36.1308136
2308	35.32052994
2308.5	35.82178116
2309	35.24264908
2309.5	36.14174271
2310	35.81257629
2310.5	35.92242813
2311	35.63870621
2311.5	35.56456757
2312	36.13304901
2312.5	35.21345139
2313	35.50644684
2313.5	35.51238632
2314	35.26657104
2314.5	36.42706299
2315	35.34804916
2315.5	35.75603485
2316	34.9536438
2316.5	36.61045837
2317	35.76187897
2317.5	36.61679077
2318	34.45567322
2318.5	35.25929642
2319	36.36042404
2319.5	35.5425148
2320	36.05788422
2320.5	35.87501144
2321	35.53546524
2321.5	35.31289291
2322	36.09030533
2322.5	36.02236176
2323	35.85813522
2323.5	35.56171417
2324	35.67392349
2324.5	35.8536644
2325	35.7779808
2325.5	35.55486679
2326	35.96100616
2326.5	35.78631973
2327	35.50718689
2327.5	36.20830917
2328	35.91143036
2328.5	35.82295227
2329	35.75880432
2329.5	35.52791977
2330	35.91735077
2330.5	35.94930649
2331	35.89971161
2331.5	35.83269501
2332	35.66121292
2332.5	35.45960236
2333	35.74336624
2333.5	35.51870346
2334	35.63124084
2334.5	35.53328705
2335	35.9508934
2335.5	35.5187645
2336	35.97829056
2336.5	35.71374893
2337	35.99812317
2337.5	35.85941315
2338	35.41879272
2338.5	35.36859512
2339	35.64730453
2339.5	35.37360764
2340	36.12312698
2340.5	35.99433899
2341	35.39928818
2341.5	36.01098633
2342	35.84025955
2342.5	35.31817245
2343	35.78626633
2343.5	35.69423294
2344	35.80200195
2344.5	35.81929398
2345	35.66885376
2345.5	35.58488083
2346	35.89418793
2346.5	35.78909683
2347	35.58141708
2347.5	36.11436081
2348	36.14066696
2348.5	35.47075272
2349	35.27973557
2349.5	35.80975342
2350	35.76104355
2350.5	35.76129913
2351	35.53207397
2351.5	35.83232117
2352	35.53039932
2352.5	35.37297058
2353	35.8456459
2353.5	35.10763168
2354	35.8560257
2354.5	35.23760605
2355	35.33445358
2355.5	35.56019592
2356	35.78239059
2356.5	35.79836655
2357	35.42467117
2357.5	35.34828186
2358	34.99886703
2358.5	35.64493179
2359	35.78902435
2359.5	35.70728302
2360	35.04273987
2360.5	35.69168091
2361	34.84031677
2361.5	35.6503067
2362	35.54276657
2362.5	35.50738144
2363	35.81435013
2363.5	35.71524048
2364	35.67899323
2364.5	35.43395615
2365	35.69073486
2365.5	35.46242523
2366	36.03088379
2366.5	35.63716888
2367	35.50226974
2367.5	34.95514679
2368	35.64413452
2368.5	35.52483368
2369	34.39584351
2369.5	35.13687134
2370	35.43089294
2370.5	35.19750977
2371	35.14487457
2371.5	35.22986603
2372	35.23426056
2372.5	34.99983978
2373	35.34690857
2373.5	35.84783936
2374	35.64461517
2374.5	35.43665314
2375	35.02565002
2375.5	34.61296844
2376	35.24861145
2376.5	35.79039383
2377	35.54686356
2377.5	35.08856964
2378	34.87202072
2378.5	35.15181351
2379	35.72658157
2379.5	35.34544754
2380	35.09352112
2380.5	34.47296143
2381	35.2738533
2381.5	35.58636475
2382	35.7838707
2382.5	35.58951187
2383	35.17335129
2383.5	35.34288406
2384	35.10498428
2384.5	35.3759079
2385	35.33869553
2385.5	35.1337738
2386	35.03196716
2386.5	35.31460571
2387	34.9646225
2387.5	35.73470688
2388	34.84127426
2388.5	35.05028915
2389	35.66415787
2389.5	34.92241287
2390	34.93966293
2390.5	35.66073608
2391	35.64501572
2391.5	34.98430634
2392	34.52237701
2392.5	35.15617371
2393	35.17451096
2393.5	34.61713028
2394	35.1692009
2394.5	35.06022263
2395	35.27207184
2395.5	34.97079086
2396	35.56738663
2396.5	35.1868515
2397	35.05033112
2397.5	35.14043045
2398	35.17526245
2398.5	35.86488342
2399	35.39025497
2399.5	35.30207443
2400	35.43444824
2400.5	35.27836609
2401	35.85825729
2401.5	35.6711998
2402	34.80250931
2402.5	35.53748322
2403	35.15563583
2403.5	34.90346527
2404	35.92173767
2404.5	34.28313065
2405	35.50697327
2405.5	35.54930496
2406	35.00638199
2406.5	34.971241
2407	34.65644455
2407.5	34.94520187
2408	35.16620255
2408.5	34.70574951
2409	36.49029922
2409.5	35.18703842
2410	35.17505264
2410.5	34.57847214
2411	35.40106583
2411.5	34.48519135
2412	35.71317673
2412.5	34.39151001
2413	34.64530945
2413.5	35.25692368
2414	35.76876831
2414.5	34.65656662
2415	35.50244141
2415.5	34.87398148
2416	35.8249588
2416.5	34.35785675
2417	35.09513474
2417.5	35.7613945
2418	35.21267319
2418.5	35.91814041
2419	34.95055771
2419.5	35.32584763
2420	36.12670517
2420.5	34.4966774
2421	33.86556625
2421.5	34.30697632
2422	34.85220337
2422.5	34.73089981
2423	35.04605103
2423.5	34.48897934
2424	35.47088623
2424.5	35.43371582
2425	35.15135574
2425.5	35.17292023
2426	35.2337532
2426.5	34.60662842
2427	34.70335388
2427.5	34.38317871
2428	35.58044434
2428.5	34.70084
2429	34.90378189
2429.5	34.9559021
2430	34.60159302
2430.5	34.85040665
2431	35.09358215
2431.5	35.4498558
2432	34.8077507
2432.5	34.6363945
2433	34.66931152
2433.5	35.0017395
2434	34.88609314
2434.5	35.13428879
2435	35.20962143
2435.5	35.40876389
2436	35.3078537
2436.5	35.06690979
2437	33.52982712
2437.5	35.06851578
2438	35.21667862
2438.5	34.00113678
2439	34.10018921
2439.5	34.00586319
2440	34.31666565
2440.5	33.57736588
2441	34.6905365
2441.5	34.11457062
2442	35.10728836
2442.5	34.60590363
2443	33.8898735
2443.5	34.27711868
2444	34.27812576
2444.5	32.88764572
2445	34.83261871
2445.5	33.85010147
2446	33.9639473
2446.5	35.34371567
2447	33.20478058
2447.5	35.38438034
2448	33.61695862
2448.5	34.2674942
2449	35.70605469
2449.5	34.3622551
2450	34.70048141
2450.5	35.33770752
2451	34.78210068
2451.5	33.93414688
2452	33.4940567
2452.5	34.86765289
2453	34.90726471
2453.5	34.41130066
2454	35.17107773
2454.5	33.56756973
2455	34.42823029
2455.5	35.17665863
2456	34.63083649
2456.5	34.88030243
2457	34.02667236
2457.5	33.90647888
2458	34.23105621
2458.5	33.38941574
2459	34.98875427
2459.5	34.32851028
2460	34.65893173
2460.5	32.88345718
2461	33.83420944
2461.5	33.88027954
2462	33.48021317
2462.5	33.84614944
2463	35.68346786
2463.5	33.88466644
2464	34.17817307
2464.5	33.64054871
2465	31.66022873
2465.5	34.14358521
2466	33.64331055
2466.5	34.67240906
2467	33.56126022
2467.5	33.0668335
2468	34.80471039
2468.5	33.5912056
2469	33.88582611
2469.5	33.74547577
2470	34.57131958
2470.5	33.96599197
2471	33.68161392
2471.5	33.42609024
2472	34.10157394
2472.5	35.15511322
2473	33.82745361
2473.5	33.80285263
2474	34.99871445
2474.5	32.81775665
2475	33.49433899
2475.5	31.01832581
2476	34.2208786
2476.5	33.92702484
2477	33.41747665
2477.5	33.18655014
2478	32.70046234
2478.5	30.70203018
2479	33.62287903
2479.5	33.8552475
2480	32.68442535
2480.5	32.68764114
2481	33.47964096
2481.5	34.41313553
2482	33.85220337
2482.5	34.93581772
2483	34.91514206
2483.5	31.91974831
2484	34.5414772
2484.5	34.53143311
2485	33.02788162
2485.5	34.61406708
2486	34.59818649
2486.5	33.36466599
2487	33.80357361
2487.5	34.86533356
2488	34.53377151
2488.5	33.32378387
2489	33.38036346
2489.5	33.7371788
2490	32.91624832
2490.5	34.23035049
2491	33.4384346
2491.5	33.72254562
2492	33.7672348
2492.5	34.65459824
2493	33.3257103
2493.5	31.96386337
2494	32.9522934
2494.5	34.38798904
2495	32.80073547
2495.5	33.20905685
2496	33.095047
2496.5	33.22096634
2497	34.41420364
2497.5	33.50034332
2498	33.23235703
2498.5	32.67957306
2499	32.51079559
2499.5	33.72542191
2500	32.57441711
