Wavelength	a15
1139.5	37.44668198
1140	37.44259644
1140.5	37.36420441
1141	37.5022316
1141.5	37.42844772
1142	37.44443512
1142.5	37.42074203
1143	37.42916489
1143.5	37.39844513
1144	37.44608688
1144.5	37.454422
1145	37.37172318
1145.5	37.4891243
1146	37.44410706
1146.5	37.3986702
1147	37.41107559
1147.5	37.46349716
1148	37.43247986
1148.5	37.40705109
1149	37.41623306
1149.5	37.44752121
1150	37.45262527
1150.5	37.46963882
1151	37.46598053
1151.5	37.46937561
1152	37.42699814
1152.5	37.52681351
1153	37.44151688
1153.5	37.47682571
1154	37.4280777
1154.5	37.48969269
1155	37.45124435
1155.5	37.44477463
1156	37.43000031
1156.5	37.48932648
1157	37.52498627
1157.5	37.39952087
1158	37.43066406
1158.5	37.49914551
1159	37.50528717
1159.5	37.47400284
1160	37.42688751
1160.5	37.47649384
1161	37.49375153
1161.5	37.42766953
1162	37.42093277
1162.5	37.42227173
1163	37.4907608
1163.5	37.4546814
1164	37.45741653
1164.5	37.40694809
1165	37.43172836
1165.5	37.41713715
1166	37.43180847
1166.5	37.4642868
1167	37.3739357
1167.5	37.47356033
1168	37.5324173
1168.5	37.44860458
1169	37.45093536
1169.5	37.45251465
1170	37.46807098
1170.5	37.49316788
1171	37.4779892
1171.5	37.50382233
1172	37.46092987
1172.5	37.4729538
1173	37.44290924
1173.5	37.44252777
1174	37.49190903
1174.5	37.46189499
1175	37.42010117
1175.5	37.49300385
1176	37.49706268
1176.5	37.44100189
1177	37.4046936
1177.5	37.47537613
1178	37.47444534
1178.5	37.4475441
1179	37.46647644
1179.5	37.50046921
1180	37.45384979
1180.5	37.46455765
1181	37.42725372
1181.5	37.49822235
1182	37.43567657
1182.5	37.47174835
1183	37.48514175
1183.5	37.47704697
1184	37.44324112
1184.5	37.44164276
1185	37.51135635
1185.5	37.46869659
1186	37.48104095
1186.5	37.46516418
1187	37.47596359
1187.5	37.48730469
1188	37.49633026
1188.5	37.4760437
1189	37.46988678
1189.5	37.4500351
1190	37.48317719
1190.5	37.53025055
1191	37.47416306
1191.5	37.46398544
1192	37.48022842
1192.5	37.45820618
1193	37.46503448
1193.5	37.43991852
1194	37.4943924
1194.5	37.43815613
1195	37.48079681
1195.5	37.47260666
1196	37.48508453
1196.5	37.46265411
1197	37.4205513
1197.5	37.47420502
1198	37.44823074
1198.5	37.4458046
1199	37.48873901
1199.5	37.413414
1200	37.44804001
1200.5	37.39478302
1201	37.43061829
1201.5	37.40447617
1202	37.42440414
1202.5	37.39104462
1203	37.47179413
1203.5	37.36203003
1204	37.42818069
1204.5	37.51462555
1205	37.40621948
1205.5	37.40701294
1206	37.43000031
1206.5	37.45903397
1207	37.41622162
1207.5	37.44187164
1208	37.42274475
1208.5	37.3574791
1209	37.4131546
1209.5	37.34038925
1210	37.46895599
1210.5	37.37503433
1211	37.40262985
1211.5	37.44692993
1212	37.39714432
1212.5	37.42011642
1213	37.38044357
1213.5	37.56262589
1214	37.40823746
1214.5	37.42852783
1215	37.40557098
1215.5	37.39925766
1216	37.40773392
1216.5	37.41298294
1217	37.35482788
1217.5	37.42217255
1218	37.42022324
1218.5	37.33967972
1219	37.42510605
1219.5	37.38574982
1220	37.42043304
1220.5	37.40326691
1221	37.42248917
1221.5	37.3107338
1222	37.42859268
1222.5	37.38526917
1223	37.38101578
1223.5	37.32955933
1224	37.38718796
1224.5	37.41339874
1225	37.35569763
1225.5	37.39974213
1226	37.34371567
1226.5	37.38108063
1227	37.34860229
1227.5	37.3559227
1228	37.35435104
1228.5	37.33309555
1229	37.29324722
1229.5	37.26081085
1230	37.34032059
1230.5	37.30237198
1231	37.3353653
1231.5	37.33880615
1232	37.3783989
1232.5	37.30004883
1233	37.27946854
1233.5	37.26009369
1234	37.29121017
1234.5	37.39219666
1235	37.31846619
1235.5	37.34410858
1236	37.33260345
1236.5	37.30992508
1237	37.25536728
1237.5	37.3180542
1238	37.32758331
1238.5	37.33130264
1239	37.25847626
1239.5	37.22253036
1240	37.29747391
1240.5	37.36904907
1241	37.25389099
1241.5	37.30690765
1242	37.25434494
1242.5	37.23819733
1243	37.25329971
1243.5	37.26823044
1244	37.30833817
1244.5	37.27038574
1245	37.2430191
1245.5	37.28586197
1246	37.26052475
1246.5	37.504776
1247	37.23900986
1247.5	37.24339294
1248	37.32291031
1248.5	37.24625397
1249	37.2429924
1249.5	37.2168808
1250	37.24748993
1250.5	37.2365303
1251	37.2265358
1251.5	37.22914886
1252	37.2413559
1252.5	37.18480301
1253	37.23379898
1253.5	37.16693115
1254	37.25199509
1254.5	37.25837708
1255	37.2599678
1255.5	37.23677826
1256	37.23368835
1256.5	37.25637054
1257	37.18645096
1257.5	37.18528748
1258	37.2394104
1258.5	37.16822815
1259	37.20106888
1259.5	37.21760941
1260	37.19953156
1260.5	37.20827866
1261	37.14843369
1261.5	37.15233231
1262	37.13062286
1262.5	37.1287384
1263	37.19522095
1263.5	37.15611649
1264	37.18454742
1264.5	37.19475174
1265	37.12876892
1265.5	37.17815399
1266	37.12349701
1266.5	37.1350708
1267	37.19821548
1267.5	37.13156509
1268	37.1938324
1268.5	37.10480499
1269	37.14097595
1269.5	37.21627045
1270	37.17457581
1270.5	37.13458633
1271	37.17016602
1271.5	37.15453339
1272	37.04190826
1272.5	37.13784409
1273	37.19810867
1273.5	37.18077087
1274	37.10663223
1274.5	37.11628723
1275	37.13132858
1275.5	37.0797081
1276	37.10549927
1276.5	37.12071991
1277	37.10946655
1277.5	37.06577682
1278	37.10623169
1278.5	37.09962845
1279	37.06152725
1279.5	37.06671906
1280	37.10481644
1280.5	37.04343414
1281	37.04296494
1281.5	37.12295151
1282	37.05991364
1282.5	37.14776611
1283	37.06468201
1283.5	37.06539154
1284	37.08006668
1284.5	37.00312805
1285	37.06203461
1285.5	37.03616714
1286	37.07156372
1286.5	37.0819664
1287	37.00637054
1287.5	37.06043625
1288	37.02489853
1288.5	36.99454498
1289	37.0355835
1289.5	37.06826019
1290	37.01477051
1290.5	37.05514526
1291	37.0473671
1291.5	37.08456802
1292	37.06879807
1292.5	37.02082062
1293	36.9982338
1293.5	36.97164536
1294	36.99312973
1294.5	36.96470261
1295	37.02701569
1295.5	37.01281738
1296	37.00006485
1296.5	36.99462509
1297	36.98830414
1297.5	36.95436478
1298	36.96923828
1298.5	36.99297714
1299	36.98892593
1299.5	36.97403336
1300	36.97935486
1300.5	36.93239975
1301	36.97091293
1301.5	36.94018555
1302	36.92743301
1302.5	36.94452667
1303	36.96908188
1303.5	36.8979454
1304	36.94535065
1304.5	36.9278183
1305	36.93311691
1305.5	36.93342972
1306	36.89465332
1306.5	36.95523453
1307	36.90010834
1307.5	36.93453598
1308	36.94984055
1308.5	36.86871338
1309	36.88277054
1309.5	36.88142395
1310	36.92573547
1310.5	36.89118195
1311	36.88089752
1311.5	36.89040756
1312	36.86189651
1312.5	36.89215088
1313	36.9419632
1313.5	36.8944397
1314	36.88097763
1314.5	36.92308807
1315	36.88796616
1315.5	36.80841446
1316	36.82913971
1316.5	36.94309998
1317	36.85334778
1317.5	36.81375504
1318	36.84960556
1318.5	36.8889122
1319	36.82452393
1319.5	36.82139206
1320	36.86589813
1320.5	36.87398911
1321	36.80790329
1321.5	36.76892853
1322	36.80170822
1322.5	36.88398361
1323	36.77664566
1323.5	36.8640976
1324	36.82034302
1324.5	36.80054474
1325	36.78098297
1325.5	36.81254578
1326	36.75740051
1326.5	36.80553055
1327	36.82678223
1327.5	36.78036499
1328	36.74234009
1328.5	36.82678986
1329	36.87052536
1329.5	36.77708435
1330	36.82332611
1330.5	36.83300018
1331	36.77284241
1331.5	36.76720428
1332	36.75537109
1332.5	36.80936813
1333	36.77858353
1333.5	36.85506058
1334	36.75767899
1334.5	36.72711945
1335	36.76298141
1335.5	36.79288864
1336	36.76094437
1336.5	36.70695496
1337	36.77038574
1337.5	36.72522736
1338	36.75785828
1338.5	36.711689
1339	36.7760849
1339.5	36.78573608
1340	36.73163223
1340.5	36.7666893
1341	36.74297333
1341.5	36.76746368
1342	36.74343491
1342.5	36.7035141
1343	36.68724823
1343.5	36.7109375
1344	36.68629456
1344.5	36.70516586
1345	36.66200638
1345.5	36.66664505
1346	36.68611526
1346.5	36.65866089
1347	36.75149536
1347.5	36.71750259
1348	36.68952179
1348.5	36.67422104
1349	36.69661713
1349.5	36.60622025
1350	36.65568542
1350.5	36.60890579
1351	36.64821243
1351.5	36.67221832
1352	36.67041397
1352.5	36.62005234
1353	36.68176651
1353.5	36.59495544
1354	36.66728592
1354.5	36.68660355
1355	36.66258621
1355.5	36.69103241
1356	36.61413956
1356.5	36.51408386
1357	36.67827225
1357.5	36.56016159
1358	36.63180923
1358.5	36.68221283
1359	36.70458603
1359.5	36.63267517
1360	36.60321045
1360.5	36.60250473
1361	36.63044739
1361.5	36.60010529
1362	36.59996796
1362.5	36.60894394
1363	36.63053513
1363.5	36.59490585
1364	36.55612564
1364.5	36.58611679
1365	36.57505798
1365.5	36.61731339
1366	36.56641388
1366.5	36.57795334
1367	36.53131866
1367.5	36.59337997
1368	36.50559616
1368.5	36.50785065
1369	36.47644043
1369.5	36.55493164
1370	36.52593613
1370.5	36.41208267
1371	36.47449112
1371.5	36.43743515
1372	36.44534302
1372.5	36.44929886
1373	36.46873093
1373.5	36.44286346
1374	36.4630661
1374.5	36.378582
1375	36.39772415
1375.5	36.43638611
1376	36.339077
1376.5	36.36225128
1377	36.37443924
1377.5	36.39391327
1378	36.34683609
1378.5	36.35975647
1379	36.33872986
1379.5	36.36533737
1380	36.27842331
1380.5	36.26576233
1381	36.29095078
1381.5	36.25980377
1382	36.15462112
1382.5	36.18700027
1383	36.30181122
1383.5	36.26251984
1384	36.2177887
1384.5	36.20518494
1385	36.19047928
1385.5	36.27565765
1386	36.17705917
1386.5	36.21765518
1387	36.16954803
1387.5	36.21849823
1388	36.22518158
1388.5	36.09279251
1389	36.13602829
1389.5	36.15101242
1390	36.08281708
1390.5	36.05912018
1391	36.13677597
1391.5	35.99530029
1392	36.14023972
1392.5	36.04294205
1393	36.06475449
1393.5	35.93652725
1394	36.03132248
1394.5	36.00012589
1395	35.98445511
1395.5	36.0154686
1396	36.0616951
1396.5	35.92095947
1397	35.9444313
1397.5	35.94618607
1398	35.94832993
1398.5	35.91664124
1399	35.93344116
1399.5	35.89905167
1400	35.90833664
1400.5	35.95067978
1401	35.90469742
1401.5	35.8932724
1402	35.89000702
1402.5	35.90621567
1403	35.87870026
1403.5	35.88368225
1404	35.7874794
1404.5	35.86763
1405	35.84295654
1405.5	35.78040695
1406	35.84536743
1406.5	35.85880661
1407	35.83446121
1407.5	35.75643158
1408	35.78855515
1408.5	35.75244904
1409	35.77335358
1409.5	35.76634216
1410	35.74308777
1410.5	35.7532692
1411	35.87052536
1411.5	35.75335312
1412	35.81159973
1412.5	35.77103424
1413	35.68704605
1413.5	35.81966019
1414	35.75896072
1414.5	35.75832748
1415	35.78223419
1415.5	35.75858307
1416	35.8135643
1416.5	35.71527481
1417	35.7780571
1417.5	35.70507431
1418	35.72224045
1418.5	35.81048965
1419	35.79206467
1419.5	35.76271057
1420	35.77051926
1420.5	35.79768372
1421	35.78994751
1421.5	35.7338028
1422	35.83991241
1422.5	35.87365341
1423	35.87272644
1423.5	35.84305954
1424	35.85469818
1424.5	35.87005997
1425	35.91474915
1425.5	35.86315918
1426	35.95686722
1426.5	35.91265106
1427	35.92507172
1427.5	35.93456268
1428	35.8860817
1428.5	36.01543427
1429	35.9657135
1429.5	35.98209
1430	35.98009872
1430.5	35.92692184
1431	35.90823364
1431.5	35.98495483
1432	36.02967072
1432.5	36.03358459
1433	36.01867676
1433.5	36.02101898
1434	35.97425461
1434.5	36.01955032
1435	36.03995514
1435.5	36.03363037
1436	36.01028442
1436.5	35.95660782
1437	36.03612137
1437.5	36.02428818
1438	36.06855774
1438.5	36.02110291
1439	36.00330734
1439.5	36.01165009
1440	36.02243423
1440.5	35.994133
1441	36.02227402
1441.5	36.01815796
1442	35.99604034
1442.5	36.06027222
1443	36.0254364
1443.5	36.02711105
1444	36.0421524
1444.5	36.00718689
1445	35.9955101
1445.5	36.04446793
1446	36.02898026
1446.5	36.00784683
1447	36.03875732
1447.5	35.99717712
1448	36.04983521
1448.5	36.02086258
1449	36.13944626
1449.5	36.06048965
1450	36.02919769
1450.5	36.06615067
1451	36.08390427
1451.5	36.03400421
1452	35.99509811
1452.5	36.0795784
1453	36.14546204
1453.5	36.15082932
1454	35.98283768
1454.5	36.04747391
1455	36.07723999
1455.5	36.08089447
1456	36.00485229
1456.5	36.10741806
1457	36.11177063
1457.5	36.05130768
1458	36.04457855
1458.5	36.0202179
1459	36.03731537
1459.5	36.0774765
1460	36.06258774
1460.5	36.00256348
1461	36.02181244
1461.5	36.07454681
1462	36.0606308
1462.5	36.00209808
1463	35.9681015
1463.5	35.9968605
1464	36.05836487
1464.5	36.07345963
1465	36.04799652
1465.5	36.04146194
1466	36.12750626
1466.5	36.02392197
1467	36.07357788
1467.5	36.01985168
1468	35.99695969
1468.5	36.08445358
1469	36.15116119
1469.5	35.95993805
1470	35.95837021
1470.5	36.08385468
1471	36.03735352
1471.5	36.0161705
1472	36.08013535
1472.5	36.02431107
1473	36.06616974
1473.5	36.15463257
1474	36.06516266
1474.5	36.00595474
1475	36.04765701
1475.5	36.10511017
1476	36.0125885
1476.5	36.07678986
1477	36.04273987
1477.5	36.02942657
1478	36.1321106
1478.5	36.00506592
1479	36.0969162
1479.5	36.05260468
1480	36.01791382
1480.5	36.02682114
1481	36.03985977
1481.5	36.1318779
1482	35.9908638
1482.5	36.08926392
1483	36.09039307
1483.5	36.02845764
1484	35.96294022
1484.5	36.05081558
1485	35.95467377
1485.5	36.03279114
1486	36.09405136
1486.5	36.00662994
1487	36.11667633
1487.5	36.05574417
1488	36.00645447
1488.5	35.99658966
1489	36.0587883
1489.5	36.02780533
1490	36.02231598
1490.5	36.07315826
1491	36.07224274
1491.5	36.0971489
1492	36.0133667
1492.5	36.0999527
1493	36.05575943
1493.5	35.97393799
1494	36.04944992
1494.5	35.97200012
1495	36.03511047
1495.5	35.94205475
1496	36.05632782
1496.5	36.08528519
1497	36.07521057
1497.5	35.97729492
1498	36.09245682
1498.5	36.05462265
1499	36.12834549
1499.5	35.99971008
1500	36.00343323
1500.5	36.02414322
1501	36.06253052
1501.5	36.08120346
1502	36.00764465
1502.5	36.02694702
1503	36.06230164
1503.5	36.0463028
1504	36.01873779
1504.5	36.00317383
1505	36.07438278
1505.5	36.01042938
1506	36.01583099
1506.5	36.01272583
1507	36.00104904
1507.5	35.99214172
1508	36.01040649
1508.5	35.97871399
1509	36.1321106
1509.5	36.03961945
1510	36.10299683
1510.5	35.99980927
1511	35.96790695
1511.5	35.95891953
1512	36.09928894
1512.5	36.03171921
1513	36.06868744
1513.5	36.02877808
1514	35.97159576
1514.5	36.04260254
1515	36.02002716
1515.5	36.04109955
1516	36.14860535
1516.5	36.12066269
1517	35.96597672
1517.5	36.03672791
1518	36.08016205
1518.5	36.06742477
1519	36.09783936
1519.5	36.09629822
1520	36.06765747
1520.5	36.14461517
1521	36.04919815
1521.5	36.04334259
1522	36.06874466
1522.5	36.03722382
1523	36.02762985
1523.5	36.08008194
1524	35.98553085
1524.5	36.16983795
1525	36.00928879
1525.5	36.11302567
1526	36.10411072
1526.5	35.99091339
1527	36.06662369
1527.5	36.07509995
1528	35.99413681
1528.5	36.1172905
1529	36.05773163
1529.5	36.00442505
1530	36.12282562
1530.5	36.03910065
1531	36.08903122
1531.5	36.04664612
1532	36.15140533
1532.5	36.0723114
1533	35.9640007
1533.5	36.05355835
1534	36.05981445
1534.5	36.04177094
1535	36.11138535
1535.5	36.02834702
1536	36.02667236
1536.5	36.0946579
1537	36.07236099
1537.5	36.05168533
1538	36.04338455
1538.5	35.98915863
1539	36.08530045
1539.5	36.12425613
1540	36.10854721
1540.5	35.99205017
1541	36.03091812
1541.5	36.07184219
1542	35.99947739
1542.5	36.06854248
1543	35.97583389
1543.5	36.14987564
1544	36.00626755
1544.5	36.00701523
1545	36.01264954
1545.5	35.99870682
1546	36.10712814
1546.5	36.10656738
1547	36.09449768
1547.5	36.04967499
1548	36.04541397
1548.5	36.13956451
1549	36.0005188
1549.5	36.0195961
1550	36.1364975
1550.5	36.04167557
1551	36.04837799
1551.5	36.11579132
1552	35.93993759
1552.5	36.08734512
1553	36.04074478
1553.5	36.01564407
1554	35.98373795
1554.5	35.99850464
1555	35.96687317
1555.5	36.09865952
1556	35.96445084
1556.5	36.07516479
1557	36.06580734
1557.5	35.99201965
1558	36.07264328
1558.5	36.04811096
1559	35.9744606
1559.5	36.09666061
1560	36.08122253
1560.5	36.01292419
1561	35.9904213
1561.5	36.06974411
1562	36.03551865
1562.5	36.07932281
1563	36.01423645
1563.5	36.03963089
1564	36.02603531
1564.5	36.06197739
1565	35.91237259
1565.5	36.0201683
1566	36.07376099
1566.5	36.05817032
1567	36.07595825
1567.5	36.05523682
1568	36.03477859
1568.5	36.05613327
1569	35.90864563
1569.5	36.06124878
1570	36.07830811
1570.5	35.94886398
1571	36.00268555
1571.5	36.06521225
1572	36.02462006
1572.5	35.9910202
1573	36.02943039
1573.5	35.99128342
1574	36.05231094
1574.5	36.06332397
1575	35.97999573
1575.5	36.03502655
1576	36.0669899
1576.5	36.01546478
1577	36.10510635
1577.5	36.00718689
1578	35.96873474
1578.5	35.96689224
1579	35.81598663
1579.5	35.92819595
1580	35.97185135
1580.5	36.0226059
1581	35.99054337
1581.5	36.0120163
1582	35.9285965
1582.5	36.0287323
1583	35.98693848
1583.5	36.08930588
1584	36.05689621
1584.5	35.87461472
1585	35.9604187
1585.5	36.00951004
1586	35.87855148
1586.5	36.07061768
1587	36.07775497
1587.5	35.77847672
1588	35.99726868
1588.5	36.06212997
1589	36.04475403
1589.5	35.92164612
1590	36.02659607
1590.5	36.02339935
1591	35.92650604
1591.5	35.97557068
1592	35.98704529
1592.5	35.91832352
1593	36.00749588
1593.5	36.07062531
1594	36.05445862
1594.5	36.01024246
1595	35.9571228
1595.5	35.97825623
1596	35.93262863
1596.5	36.01484299
1597	36.08250046
1597.5	35.99212646
1598	36.01979065
1598.5	35.96200943
1599	35.92796707
1599.5	35.90950394
1600	35.97941589
1600.5	35.97674179
1601	35.98231506
1601.5	35.95023727
1602	35.74671936
1602.5	36.1456604
1603	36.22787476
1603.5	36.03829575
1604	35.9153595
1604.5	36.02256012
1605	35.9653244
1605.5	36.0161438
1606	36.02318573
1606.5	36.03626251
1607	35.90410614
1607.5	35.99787521
1608	35.91151428
1608.5	35.98749161
1609	35.9741478
1609.5	35.95558548
1610	36.04032516
1610.5	35.96090698
1611	36.07181168
1611.5	35.89099121
1612	35.90267944
1612.5	36.01159668
1613	36.05492783
1613.5	35.98269272
1614	35.98010635
1614.5	35.79208755
1615	36.0293045
1615.5	36.01041412
1616	36.04308701
1616.5	35.88970947
1617	36.04188919
1617.5	35.97584915
1618	36.04153061
1618.5	35.99228668
1619	35.90917587
1619.5	36.0679512
1620	36.00761414
1620.5	35.91949081
1621	36.06459045
1621.5	36.04840088
1622	36.01287842
1622.5	35.94038391
1623	36.01002121
1623.5	35.97697449
1624	36.04124832
1624.5	36.08378983
1625	36.00337601
1625.5	35.9557457
1626	36.01832581
1626.5	36.13492203
1627	35.93108368
1627.5	36.02929688
1628	36.00940704
1628.5	36.12314224
1629	35.99462509
1629.5	36.03478241
1630	35.8973732
1630.5	35.9380455
1631	35.8476944
1631.5	35.91395569
1632	35.94188309
1632.5	35.9720993
1633	36.04598236
1633.5	35.92722702
1634	35.89606476
1634.5	36.09579086
1635	35.98748779
1635.5	35.88977432
1636	36.03689194
1636.5	35.98688126
1637	35.94307709
1637.5	36.01703644
1638	36.01073074
1638.5	36.02704239
1639	35.96232224
1639.5	36.10355377
1640	36.06502533
1640.5	36.10148621
1641	35.93313599
1641.5	35.87630081
1642	36.01093674
1642.5	35.96765137
1643	36.07042694
1643.5	35.91415405
1644	36.00451279
1644.5	35.99008179
1645	35.92322922
1645.5	35.90886307
1646	36.01030731
1646.5	36.12595749
1647	36.09542465
1647.5	36.01420975
1648	36.03591919
1648.5	35.94497299
1649	35.98144531
1649.5	35.99121475
1650	35.9499588
1650.5	36.25768661
1651	36.04318619
1651.5	36.01722336
1652	36.01399994
1652.5	35.99765778
1653	36.13381195
1653.5	36.01044846
1654	35.94513702
1654.5	36.068367
1655	36.10352707
1655.5	36.05388641
1656	36.00177765
1656.5	35.95241165
1657	36.05228806
1657.5	36.01580429
1658	35.95872116
1658.5	36.07462692
1659	36.05807114
1659.5	36.31106567
1660	35.94380188
1660.5	36.15409851
1661	36.10245132
1661.5	36.06788635
1662	36.01351547
1662.5	36.08247757
1663	36.0944519
1663.5	36.05102921
1664	36.12466049
1664.5	35.92023849
1665	36.1482811
1665.5	36.08048248
1666	36.02061462
1666.5	36.21247864
1667	36.04574585
1667.5	36.02845764
1668	36.01669312
1668.5	36.28148651
1669	36.14368439
1669.5	36.18232346
1670	36.02822876
1670.5	36.04026031
1671	36.06506729
1671.5	36.02433014
1672	35.97396088
1672.5	36.0891037
1673	35.97500992
1673.5	36.26023102
1674	36.0490303
1674.5	36.21124268
1675	35.88489532
1675.5	36.08271027
1676	36.14561081
1676.5	35.87608719
1677	36.25362778
1677.5	36.15730667
1678	36.07283783
1678.5	36.07943726
1679	36.03811646
1679.5	35.97076416
1680	36.01417542
1680.5	36.15797043
1681	36.08041763
1681.5	36.13647461
1682	36.08385468
1682.5	36.18911362
1683	36.18026733
1683.5	36.25450134
1684	36.02891159
1684.5	35.99790192
1685	36.15753174
1685.5	36.16869354
1686	35.97001266
1686.5	36.14825439
1687	36.05553818
1687.5	36.2448082
1688	36.30127716
1688.5	36.02100754
1689	36.0762558
1689.5	36.03446198
1690	35.98250198
1690.5	36.19319916
1691	36.11188507
1691.5	36.1939621
1692	36.12781143
1692.5	36.09873199
1693	36.23741531
1693.5	36.17676163
1694	35.96670532
1694.5	36.18982315
1695	36.16373062
1695.5	36.17406082
1696	36.16315842
1696.5	36.12108231
1697	36.15347672
1697.5	36.11619949
1698	36.37202835
1698.5	36.1464119
1699	36.10719299
1699.5	36.28253937
1700	36.1484375
1700.5	36.24674225
1701	36.12294769
1701.5	34.78762054
1702	36.19411469
1702.5	36.27116013
1703	36.03645706
1703.5	36.12047577
1704	36.03327942
1704.5	35.97864151
1705	36.4585495
1705.5	36.14730072
1706	36.12322998
1706.5	35.90642929
1707	36.19125748
1707.5	36.26358414
1708	36.12483978
1708.5	36.50082016
1709	36.06283569
1709.5	36.05429077
1710	36.19408035
1710.5	36.17021179
1711	36.62417603
1711.5	36.28012085
1712	36.1564064
1712.5	36.1154213
1713	35.93062592
1713.5	36.10240936
1714	36.23027039
1714.5	36.21775818
1715	36.25842285
1715.5	36.23987198
1716	36.12354279
1716.5	36.09793091
1717	36.17077637
1717.5	36.41957855
1718	36.04392242
1718.5	36.10431671
1719	36.15493774
1719.5	36.08163834
1720	36.16187286
1720.5	36.08017731
1721	36.43590927
1721.5	36.19565201
1722	36.24275589
1722.5	36.39898682
1723	35.92437363
1723.5	36.03204346
1724	36.27817154
1724.5	36.01340485
1725	36.34018707
1725.5	36.25454712
1726	36.04792404
1726.5	36.180233
1727	36.27774429
1727.5	36.10967255
1728	36.11116791
1728.5	36.08036041
1729	36.17592621
1729.5	36.17824173
1730	36.27268982
1730.5	36.0929985
1731	36.2715416
1731.5	36.48543167
1732	36.27047729
1732.5	35.89897537
1733	36.12511063
1733.5	36.1584816
1734	36.31404495
1734.5	36.19330978
1735	36.38104248
1735.5	36.50896835
1736	36.30228806
1736.5	36.42618179
1737	35.89910889
1737.5	36.24921417
1738	35.97399139
1738.5	36.21094894
1739	36.39683533
1739.5	36.37044907
1740	36.07509613
1740.5	36.36682892
1741	36.39473343
1741.5	36.20677185
1742	35.8850708
1742.5	36.30467987
1743	36.12843704
1743.5	36.22153854
1744	36.07745361
1744.5	35.88516235
1745	36.12721252
1745.5	36.21892166
1746	36.29517365
1746.5	36.32040405
1747	36.33281708
1747.5	36.24120712
1748	36.03519058
1748.5	35.69453049
1749	36.21699142
1749.5	36.24463272
1750	36.12733078
1750.5	36.33800888
1751	36.05323029
1751.5	36.19614029
1752	36.19203949
1752.5	36.45518875
1753	36.00656128
1753.5	36.26979065
1754	36.16862869
1754.5	36.23985672
1755	35.86486435
1755.5	36.49018097
1756	36.06216049
1756.5	36.16075516
1757	35.96208572
1757.5	36.3441124
1758	35.70447922
1758.5	35.95585632
1759	36.56309128
1759.5	35.71946716
1760	35.87247849
1760.5	36.02348709
1761	35.92708588
1761.5	36.2864151
1762	36.3392067
1762.5	36.15540314
1763	36.20005798
1763.5	35.76977158
1764	35.96953201
1764.5	35.78779984
1765	35.87742615
1765.5	37.26895905
1766	35.8962059
1766.5	36.03618622
1767	36.10695267
1767.5	35.95206451
1768	36.29314804
1768.5	36.13592529
1769	36.28525925
1769.5	36.23674774
1770	36.23806381
1770.5	36.33171082
1771	36.02163315
1771.5	35.9250412
1772	36.10163498
1772.5	35.97890854
1773	36.30450058
1773.5	36.08401871
1774	36.09943008
1774.5	35.86637497
1775	35.91444778
1775.5	35.97834396
1776	36.22760391
1776.5	36.06662369
1777	36.28013229
1777.5	36.08061218
1778	36.16066742
1778.5	36.20201492
1779	36.08541489
1779.5	35.88845444
1780	36.102314
1780.5	36.16033554
1781	35.99427032
1781.5	35.88549042
1782	36.10307693
1782.5	35.93358612
1783	35.63680267
1783.5	36.17527008
1784	36.00808334
1784.5	35.85648346
1785	35.97904968
1785.5	36.09104156
1786	36.17797089
1786.5	35.98720551
1787	36.10794067
1787.5	36.08855438
1788	35.87343216
1788.5	36.24761963
1789	36.04739761
1789.5	36.16492081
1790	36.08998871
1790.5	35.8107338
1791	36.27924728
1791.5	36.03239441
1792	36.23445511
1792.5	36.2127037
1793	36.13780212
1793.5	36.12985611
1794	35.86220551
1794.5	36.24370193
1795	36.00773239
1795.5	35.9668808
1796	36.21220398
1796.5	36.08401871
1797	36.05940247
1797.5	35.94126892
1798	35.92196655
1798.5	36.03831482
1799	36.13862228
1799.5	36.07010269
1800	35.85283279
1800.5	36.05675888
1801	36.00879669
1801.5	36.05282974
1802	36.07666016
1802.5	36.00487518
1803	36.15340042
1803.5	36.0700264
1804	36.05115128
1804.5	36.02617264
1805	36.12060547
1805.5	36.31119537
1806	36.32355118
1806.5	35.86750031
1807	35.98716736
1807.5	36.11470413
1808	36.17068863
1808.5	35.88050461
1809	36.07036591
1809.5	36.255867
1810	36.04200745
1810.5	35.88435364
1811	36.03525925
1811.5	36.4861412
1812	35.90271759
1812.5	35.90536118
1813	36.00973129
1813.5	35.93796158
1814	36.0320282
1814.5	36.15035248
1815	36.22381973
1815.5	36.42093658
1816	36.15079117
1816.5	36.22428894
1817	35.79597855
1817.5	35.9496727
1818	36.30120087
1818.5	35.83647537
1819	36.03863525
1819.5	36.16754913
1820	35.94779205
1820.5	36.45588303
1821	36.20280457
1821.5	36.02915192
1822	36.19994736
1822.5	36.12398529
1823	36.18722916
1823.5	36.41246796
1824	36.11628342
1824.5	36.0865097
1825	36.146595
1825.5	36.29920959
1826	36.2509079
1826.5	36.17752457
1827	36.18864059
1827.5	36.03988647
1828	36.22159195
1828.5	36.15599442
1829	36.00428009
1829.5	36.0228653
1830	35.82014084
1830.5	36.04566574
1831	36.33211136
1831.5	35.95983505
1832	36.43116379
1832.5	36.09539413
1833	36.21358109
1833.5	36.23088455
1834	36.27513504
1834.5	36.16506577
1835	35.97451401
1835.5	36.22248077
1836	36.27219391
1836.5	35.97550201
1837	36.02685928
1837.5	36.11909866
1838	36.04365158
1838.5	35.92730331
1839	36.08706284
